Conference,Paper Title,Author Names
VAST,3D Regression Heat Map Analysis of Population Study Data,"Klemm, P."
VAST,3D Regression Heat Map Analysis of Population Study Data,"V?lzke,H."
VAST,3D Regression Heat Map Analysis of Population Study Data,"Preim,B."
VAST,3D Regression Heat Map Analysis of Population Study Data,"Niemann, U."
VAST,3D Regression Heat Map Analysis of Population Study Data,"Hegenscheid,K."
VAST,A Case Study Using Visualization Interaction Logs and Insight Metrics to Understand How Analysts Arrive at Insights,Hua Guo
VAST,A Case Study Using Visualization Interaction Logs and Insight Metrics to Understand How Analysts Arrive at Insights,"Laidlaw, D.H."
VAST,A Case Study Using Visualization Interaction Logs and Insight Metrics to Understand How Analysts Arrive at Insights,"Gomez, S.R."
VAST,A Case Study Using Visualization Interaction Logs and Insight Metrics to Understand How Analysts Arrive at Insights,"Ziemkiewicz, C."
VAST,An Uncertainty-Aware Approach for Exploratory Microblog Retrieval,Shixia Liu
VAST,An Uncertainty-Aware Approach for Exploratory Microblog Retrieval,Furu Wei
VAST,An Uncertainty-Aware Approach for Exploratory Microblog Retrieval,Mengchen Liu
VAST,An Uncertainty-Aware Approach for Exploratory Microblog Retrieval,Shimei Pan
VAST,An Uncertainty-Aware Approach for Exploratory Microblog Retrieval,Xizhou Zhu
VAST,An Uncertainty-Aware Approach for Exploratory Microblog Retrieval,Qinying Liao
VAST,BiSet: Semantic Edge Bundling with Biclusters for Sensemaking,"Ramakrishnan, N."
VAST,BiSet: Semantic Edge Bundling with Biclusters for Sensemaking,Maoyuan Sun
VAST,BiSet: Semantic Edge Bundling with Biclusters for Sensemaking,Peng Mi
VAST,BiSet: Semantic Edge Bundling with Biclusters for Sensemaking,"North, C."
VAST,Characterizing Provenance in Visualization and Data Analysis: An Organizational Framework of Provenance Types and Purposes,"Sanyal, J."
VAST,Characterizing Provenance in Visualization and Data Analysis: An Organizational Framework of Provenance Types and Purposes,"Endert, A."
VAST,Characterizing Provenance in Visualization and Data Analysis: An Organizational Framework of Provenance Types and Purposes,"Ragan, E.D."
VAST,Characterizing Provenance in Visualization and Data Analysis: An Organizational Framework of Provenance Types and Purposes,Jian Chen
VAST,CiteRivers: Visual Analytics of Citation Patterns,Qi Han
VAST,CiteRivers: Visual Analytics of Citation Patterns,"Koch, S."
VAST,CiteRivers: Visual Analytics of Citation Patterns,"Heimerl, F."
VAST,egoSlider: Visual Analysis of Egocentric Network Evolution,Sixiao Yang
VAST,egoSlider: Visual Analysis of Egocentric Network Evolution,"Pitipornvivat, N."
VAST,egoSlider: Visual Analysis of Egocentric Network Evolution,Jian Zhao
VAST,egoSlider: Visual Analysis of Egocentric Network Evolution,Yanhong Wu
VAST,egoSlider: Visual Analysis of Egocentric Network Evolution,Guowei Huang
VAST,egoSlider: Visual Analysis of Egocentric Network Evolution,Huamin Qu
VAST,Exploring Evolving Media Discourse Through Event Cueing,Hong Wang
VAST,Exploring Evolving Media Discourse Through Event Cueing,"Burke, S."
VAST,Exploring Evolving Media Discourse Through Event Cueing,Jiun-Yi Tsai
VAST,Exploring Evolving Media Discourse Through Event Cueing,"Corman, S.R."
VAST,Exploring Evolving Media Discourse Through Event Cueing,Yafeng Lu
VAST,Exploring Evolving Media Discourse Through Event Cueing,"Maciejewski, R."
VAST,Exploring Evolving Media Discourse Through Event Cueing,"Davulcu, H."
VAST,Exploring Evolving Media Discourse Through Event Cueing,"Steptoe, M."
VAST,Exploring Evolving Media Discourse Through Event Cueing,"Montgomery, D."
VAST,Interactive Visual Discovering of Movement Patterns from Sparsely Sampled Geo-tagged Social Media Data,Zhenhuang Wang
VAST,Interactive Visual Discovering of Movement Patterns from Sparsely Sampled Geo-tagged Social Media Data,Jie Liang
VAST,Interactive Visual Discovering of Movement Patterns from Sparsely Sampled Geo-tagged Social Media Data,Cong Guo
VAST,Interactive Visual Discovering of Movement Patterns from Sparsely Sampled Geo-tagged Social Media Data,Zuchao Wang
VAST,Interactive Visual Discovering of Movement Patterns from Sparsely Sampled Geo-tagged Social Media Data,Jiawan Zhang
VAST,Interactive Visual Discovering of Movement Patterns from Sparsely Sampled Geo-tagged Social Media Data,Xiaoru Yuan
VAST,Interactive Visual Discovering of Movement Patterns from Sparsely Sampled Geo-tagged Social Media Data,Xiaolong Zhang
VAST,Interactive Visual Discovering of Movement Patterns from Sparsely Sampled Geo-tagged Social Media Data,Siming Chen
VAST,Interactive Visual Profiling of Musicians,"Scheuermann, G."
VAST,Interactive Visual Profiling of Musicians,"Focht, J."
VAST,Interactive Visual Profiling of Musicians,"Jänicke, S."
VAST,InterAxis: Steering Scatterplot Axes via Observation-Level Interaction,"Endert, A."
VAST,InterAxis: Steering Scatterplot Axes via Observation-Level Interaction,Jaegul Choo
VAST,InterAxis: Steering Scatterplot Axes via Observation-Level Interaction,Haesun Park
VAST,InterAxis: Steering Scatterplot Axes via Observation-Level Interaction,Hannah Kim
VAST,LiteVis: Integrated Visualization for Simulation-Based Decision Support in Lighting Design,"Luksch, C."
VAST,LiteVis: Integrated Visualization for Simulation-Based Decision Support in Lighting Design,"Schwärzler, M."
VAST,LiteVis: Integrated Visualization for Simulation-Based Decision Support in Lighting Design,"Gröller, E."
VAST,LiteVis: Integrated Visualization for Simulation-Based Decision Support in Lighting Design,"Sorger, J."
VAST,LiteVis: Integrated Visualization for Simulation-Based Decision Support in Lighting Design,"Piringer, H."
VAST,LiteVis: Integrated Visualization for Simulation-Based Decision Support in Lighting Design,"Ortner, T."
VAST,MobilityGraphs: Visual Analysis of Mass Mobility Dynamics via Spatio-Temporal Graphs and Clustering,"von Landesberger, T."
VAST,MobilityGraphs: Visual Analysis of Mass Mobility Dynamics via Spatio-Temporal Graphs and Clustering,"Kerren, A."
VAST,MobilityGraphs: Visual Analysis of Mass Mobility Dynamics via Spatio-Temporal Graphs and Clustering,"Andrienko, N."
VAST,MobilityGraphs: Visual Analysis of Mass Mobility Dynamics via Spatio-Temporal Graphs and Clustering,"Brodkorb, F."
VAST,MobilityGraphs: Visual Analysis of Mass Mobility Dynamics via Spatio-Temporal Graphs and Clustering,"Andrienko, G."
VAST,MobilityGraphs: Visual Analysis of Mass Mobility Dynamics via Spatio-Temporal Graphs and Clustering,"Roskosch, P."
VAST,MotionFlow: Visual Abstraction and Aggregation of Sequential Patterns in Human Motion Tracking Data,"Ramani, K."
VAST,MotionFlow: Visual Abstraction and Aggregation of Sequential Patterns in Human Motion Tracking Data,Sujin Jang
VAST,MotionFlow: Visual Abstraction and Aggregation of Sequential Patterns in Human Motion Tracking Data,"Elmqvist, N."
VAST,PhenoBlocks: Phenotype Comparison Visualizations,"Breslav, S."
VAST,PhenoBlocks: Phenotype Comparison Visualizations,"Khan, A."
VAST,PhenoBlocks: Phenotype Comparison Visualizations,"Chevalier, F."
VAST,PhenoBlocks: Phenotype Comparison Visualizations,"Brudno, M."
VAST,PhenoBlocks: Phenotype Comparison Visualizations,"Wigdor, D."
VAST,PhenoBlocks: Phenotype Comparison Visualizations,"Hamilton, P."
VAST,PhenoBlocks: Phenotype Comparison Visualizations,"Glueck, M."
VAST,Reducing Snapshots to Points: A Visual Analytics Approach to Dynamic Network Exploration,"van den Elzen, S."
VAST,Reducing Snapshots to Points: A Visual Analytics Approach to Dynamic Network Exploration,"Holten, D."
VAST,Reducing Snapshots to Points: A Visual Analytics Approach to Dynamic Network Exploration,"Blaas, J."
VAST,Reducing Snapshots to Points: A Visual Analytics Approach to Dynamic Network Exploration,"van Wijk, J.J."
VAST,SensePath: Understanding the Sensemaking Process Through Analytic Provenance,"Wheat, A."
VAST,SensePath: Understanding the Sensemaking Process Through Analytic Provenance,"Nguyen, P.H."
VAST,SensePath: Understanding the Sensemaking Process Through Analytic Provenance,"Fields, B."
VAST,SensePath: Understanding the Sensemaking Process Through Analytic Provenance,"Wong, B.L.W."
VAST,SensePath: Understanding the Sensemaking Process Through Analytic Provenance,"Attfield, S."
VAST,SensePath: Understanding the Sensemaking Process Through Analytic Provenance,Kai Xu
VAST,Supporting Iterative Cohort Construction with Visual Temporal Queries,"Perer, A."
VAST,Supporting Iterative Cohort Construction with Visual Temporal Queries,"Stavropoulos, H."
VAST,Supporting Iterative Cohort Construction with Visual Temporal Queries,"Krause, J."
VAST,TargetVue: Visual Analysis of Anomalous User Behaviors in Online Communication Systems,Ching-Yung Lin
VAST,TargetVue: Visual Analysis of Anomalous User Behaviors in Online Communication Systems,Conglei Shi
VAST,TargetVue: Visual Analysis of Anomalous User Behaviors in Online Communication Systems,Jie Lu
VAST,TargetVue: Visual Analysis of Anomalous User Behaviors in Online Communication Systems,Yu-Ru Lin
VAST,TargetVue: Visual Analysis of Anomalous User Behaviors in Online Communication Systems,Nan Cao
VAST,TargetVue: Visual Analysis of Anomalous User Behaviors in Online Communication Systems,"Lin, S."
VAST,Task-Driven Comparison of Topic Models,"Alexander, E."
VAST,Task-Driven Comparison of Topic Models,"Gleicher, M."
VAST,Temporal MDS Plots for Analysis of Multivariate Data,"Jäckle, D."
VAST,Temporal MDS Plots for Analysis of Multivariate Data,"Fischer, F."
VAST,Temporal MDS Plots for Analysis of Multivariate Data,"Schreck, T."
VAST,Temporal MDS Plots for Analysis of Multivariate Data,"Keim, D.A."
VAST,The Data Context Map: Fusing Data and Attributes into a Unified Display,Shenghui Cheng
VAST,The Data Context Map: Fusing Data and Attributes into a Unified Display,"Mueller, K."
VAST,"The Role of Uncertainty, Awareness, and Trust in Visual Analytics","Sacha, D."
VAST,"The Role of Uncertainty, Awareness, and Trust in Visual Analytics","Senaratne, H."
VAST,"The Role of Uncertainty, Awareness, and Trust in Visual Analytics","Ellis, G."
VAST,"The Role of Uncertainty, Awareness, and Trust in Visual Analytics",Bum Chul Kwon
VAST,"The Role of Uncertainty, Awareness, and Trust in Visual Analytics","Keim, D.A."
VAST,The Visual Causality Analyst: An Interactive Interface for Causal Reasoning,"Mueller, K."
VAST,The Visual Causality Analyst: An Interactive Interface for Causal Reasoning,Jun Wang
VAST,TimeLineCurator: Interactive Authoring of Visual Timelines from Unstructured Text,"Brehmer, M."
VAST,TimeLineCurator: Interactive Authoring of Visual Timelines from Unstructured Text,"Fulda, J."
VAST,TimeLineCurator: Interactive Authoring of Visual Timelines from Unstructured Text,"Munzner, T."
VAST,TrajGraph: A Graph-Based Visual Analytics Approach to Studying Urban Network Centralities Using Taxi Trajectory Data,Xinyue Ye
VAST,TrajGraph: A Graph-Based Visual Analytics Approach to Studying Urban Network Centralities Using Taxi Trajectory Data,Xiaoke Huang
VAST,TrajGraph: A Graph-Based Visual Analytics Approach to Studying Urban Network Centralities Using Taxi Trajectory Data,Chong Zhang
VAST,TrajGraph: A Graph-Based Visual Analytics Approach to Studying Urban Network Centralities Using Taxi Trajectory Data,Jing Yang
VAST,TrajGraph: A Graph-Based Visual Analytics Approach to Studying Urban Network Centralities Using Taxi Trajectory Data,Ye Zhao
VAST,TrajGraph: A Graph-Based Visual Analytics Approach to Studying Urban Network Centralities Using Taxi Trajectory Data,Chao Ma
VAST,VA2: A Visual Analytics Approach for Evaluating Visual Analytics Applications,"Blascheck, T."
VAST,VA2: A Visual Analytics Approach for Evaluating Visual Analytics Applications,"Koch, S."
VAST,VA2: A Visual Analytics Approach for Evaluating Visual Analytics Applications,"Ertl, T."
VAST,VA2: A Visual Analytics Approach for Evaluating Visual Analytics Applications,"Kurzhals, K."
VAST,VA2: A Visual Analytics Approach for Evaluating Visual Analytics Applications,"John, M."
VAST,"VAiRoma: A Visual Analytics System for Making Sense of Places, Times, and Events in Roman History","Cho, I."
VAST,"VAiRoma: A Visual Analytics System for Making Sense of Places, Times, and Events in Roman History","Wang, D.X."
VAST,"VAiRoma: A Visual Analytics System for Making Sense of Places, Times, and Events in Roman History","Ribarsky, W."
VAST,"VAiRoma: A Visual Analytics System for Making Sense of Places, Times, and Events in Roman History","Sauda, E."
VAST,"VAiRoma: A Visual Analytics System for Making Sense of Places, Times, and Events in Roman History",Wewnen Dou
VAST,"VEEVVIE: Visual Explorer for Empirical Visualization, VR and Interaction Experiments","Papadopoulos, C."
VAST,"VEEVVIE: Visual Explorer for Empirical Visualization, VR and Interaction Experiments","Gutenko, I."
VAST,"VEEVVIE: Visual Explorer for Empirical Visualization, VR and Interaction Experiments","Kaufman, A.E."
VAST,VisOHC: Designing Visual Analytics for Online Health Communities,Ji Soo Yi
VAST,VisOHC: Designing Visual Analytics for Online Health Communities,Sung-Hee Kim
VAST,VisOHC: Designing Visual Analytics for Online Health Communities,Jaegul Choo
VAST,VisOHC: Designing Visual Analytics for Online Health Communities,Jina Huh
VAST,VisOHC: Designing Visual Analytics for Online Health Communities,Bum Chul Kwon
VAST,VisOHC: Designing Visual Analytics for Online Health Communities,Sukwon Lee
VAST,Visual Analysis and Dissemination of Scientific Literature Collections with SurVis,"Weiskopf, D."
VAST,Visual Analysis and Dissemination of Scientific Literature Collections with SurVis,"Koch, S."
VAST,Visual Analysis and Dissemination of Scientific Literature Collections with SurVis,"Beck, F."
VAST,Visual Analytics for Development and Evaluation of Order Selection Criteria for Autoregressive Processes,"Förster, E.-C."
VAST,Visual Analytics for Development and Evaluation of Order Selection Criteria for Autoregressive Processes,"Kreiss, J.-P."
VAST,Visual Analytics for Development and Evaluation of Order Selection Criteria for Autoregressive Processes,"Löwe, T."
VAST,Visual Analytics for Development and Evaluation of Order Selection Criteria for Autoregressive Processes,"Magnor, M."
VAST,Visual Analytics for Development and Evaluation of Order Selection Criteria for Autoregressive Processes,"Albuquerque, G."
VAST,Visually Exploring Transportation Schedules,"Palomo, C."
VAST,Visually Exploring Transportation Schedules,"Silva, C.T."
VAST,Visually Exploring Transportation Schedules,Zhan Guo
VAST,Visually Exploring Transportation Schedules,"Freire, J."
